City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
230,Caucaia,BR,-3.7361,-38.6531,82.08,77,75,9.22,broken clouds,2021-07-30 05:08:50
231,Lahad Datu,MY,5.0268,118.327,87.6,63,78,5.53,broken clouds,2021-07-30 05:08:50
232,San Cristobal,VE,7.7669,-72.225,64.08,96,67,4.63,broken clouds,2021-07-30 05:08:50
233,Evensk,RU,61.95,159.2333,53.74,50,96,17.4,overcast clouds,2021-07-30 05:08:51
234,Yantal,RU,56.8471,105.2542,83.23,33,12,5.17,few clouds,2021-07-30 05:08:51
235,Thongwa,MM,16.7619,96.5278,86.16,64,65,11.36,broken clouds,2021-07-30 05:08:51
236,Vangaindrano,MG,-23.35,47.6,67.89,81,68,2.98,broken clouds,2021-07-30 05:08:52
237,Aksay,RU,47.26,39.87,81.05,45,85,5.99,overcast clouds,2021-07-30 05:08:52
238,Huarmey,PE,-10.0681,-78.1522,64.44,85,45,6.33,scattered clouds,2021-07-30 05:08:52
239,Teguise,ES,29.0605,-13.564,66.42,83,0,16.11,clear sky,2021-07-30 05:08:52
240,Genhe,CN,50.7833,121.5167,77.16,50,40,5.57,scattered clouds,2021-07-30 05:08:53
241,Esperance,AU,-33.8667,121.9,56.25,66,98,24.9,overcast clouds,2021-07-30 05:08:53
242,Doha,QA,25.2867,51.5333,100.38,39,0,8.05,clear sky,2021-07-30 05:08:53
243,Nokaneng,BW,-19.6667,22.2667,48.81,51,74,6.51,broken clouds,2021-07-30 05:08:53
244,Aasiaat,GL,68.7098,-52.8699,36.55,95,64,3.96,broken clouds,2021-07-30 05:08:54
245,Gelemso,ET,8.8167,40.5167,62.44,73,100,10.47,overcast clouds,2021-07-30 05:08:54
246,Jacareacanga,BR,-6.2222,-57.7528,67.75,57,3,2.57,clear sky,2021-07-30 05:08:54
247,Hambantota,LK,6.1241,81.1185,89.94,62,0,13.8,clear sky,2021-07-30 05:08:55
248,Saint-Philippe,RE,-21.3585,55.7679,70.21,81,91,15.28,light rain,2021-07-30 05:08:55
249,Koumac,NC,-20.5667,164.2833,74.03,67,4,11.56,clear sky,2021-07-30 05:08:55
250,Plettenberg Bay,ZA,-34.0527,23.3716,54.05,66,44,4.07,scattered clouds,2021-07-30 05:08:55
251,Talnakh,RU,69.4865,88.3972,57.76,92,100,2.35,light rain,2021-07-30 05:08:56
252,Mao,ES,39.8885,4.2658,73.96,94,20,3.44,few clouds,2021-07-30 05:08:56
253,Ushtobe,KZ,45.2514,77.9838,72.18,40,100,6.35,overcast clouds,2021-07-30 05:08:56
254,Hofn,IS,64.2539,-15.2082,50.85,94,94,5.32,overcast clouds,2021-07-30 05:08:57
255,Dearborn Heights,US,42.337,-83.2733,72.36,86,40,4.61,scattered clouds,2021-07-30 05:04:52
256,Lincoln,US,40.8,-96.667,82.31,74,90,5.75,overcast clouds,2021-07-30 05:08:57
257,Marzuq,YE,14.4,46.4667,75.96,71,99,11.79,overcast clouds,2021-07-30 05:08:57
258,Bajil,YE,15.0584,43.2851,90.25,54,41,6.62,scattered clouds,2021-07-30 05:08:58
259,Khryashchevka,RU,53.8119,49.0916,71.58,75,43,11.03,scattered clouds,2021-07-30 05:08:58
260,Krasnoselkup,RU,65.7,82.4667,62.82,49,11,12.5,few clouds,2021-07-30 05:08:58
261,Mahebourg,MU,-20.4081,57.7,73.26,65,93,21.45,overcast clouds,2021-07-30 05:08:58
262,Fortuna,US,40.5982,-124.1573,55.09,94,90,0.0,overcast clouds,2021-07-30 05:08:59
263,Magdagachi,RU,53.45,125.8,67.6,58,87,5.77,overcast clouds,2021-07-30 05:08:59
264,Pingtung,TW,22.6714,120.4881,87.96,94,75,6.91,shower rain,2021-07-30 05:08:59
265,Velyka Bahachka,UA,49.7912,33.7226,71.28,82,13,10.38,few clouds,2021-07-30 05:08:59
266,Leirvik,NO,59.7798,5.5005,61.86,94,90,3.44,mist,2021-07-30 05:09:00
267,Nyborg,DK,55.3127,10.7896,62.92,84,91,23.11,overcast clouds,2021-07-30 05:09:00
268,Veshenskaya,RU,49.6303,41.7334,78.8,60,88,9.78,light rain,2021-07-30 05:09:00
269,Lebanon,US,36.2081,-86.2911,82.62,88,20,4.61,few clouds,2021-07-30 05:08:57
270,Porbandar,IN,21.6422,69.6093,83.55,80,100,22.66,overcast clouds,2021-07-30 05:09:01
271,Culebra,PR,18.303,-65.301,82.2,79,100,18.25,overcast clouds,2021-07-30 05:09:01
272,Agua Verde,MX,22.9,-106.05,87.13,78,13,6.89,few clouds,2021-07-30 05:09:01
273,Tornio,FI,65.8481,24.1466,59.02,85,39,11.05,scattered clouds,2021-07-30 05:09:01
274,Vuktyl,RU,63.8567,57.3094,56.16,58,18,3.33,few clouds,2021-07-30 05:09:02
275,Presidente Olegario,BR,-18.4178,-46.4181,41.2,26,2,4.23,clear sky,2021-07-30 05:09:02
276,Bucerias,MX,20.75,-105.3333,78.4,80,6,2.17,clear sky,2021-07-30 05:09:02
277,Nishihara,JP,26.1842,127.7558,87.46,82,75,8.05,broken clouds,2021-07-30 05:09:03
278,Srednekolymsk,RU,67.45,153.6833,52.52,43,90,7.58,overcast clouds,2021-07-30 05:09:03
279,Wanning,CN,18.8003,110.3967,91.62,63,97,14.05,overcast clouds,2021-07-30 05:09:03
280,Pokhara,NP,28.2333,83.9833,79.2,86,94,3.33,overcast clouds,2021-07-30 05:09:04
281,Marrakesh,MA,31.6315,-8.0083,77.07,61,40,4.61,scattered clouds,2021-07-30 05:04:04
282,Pitimbu,BR,-7.4706,-34.8086,72.19,84,100,6.91,overcast clouds,2021-07-30 05:09:04
283,Kedougou,SN,12.5579,-12.1743,73.17,97,99,2.93,overcast clouds,2021-07-30 05:09:04
284,Kodiak,US,57.79,-152.4072,56.71,67,90,8.05,overcast clouds,2021-07-30 05:09:04
285,Cidreira,BR,-30.1811,-50.2056,42.57,79,8,9.01,clear sky,2021-07-30 05:09:05
286,San Carlos De Bariloche,AR,-41.1456,-71.3082,31.75,74,0,2.3,clear sky,2021-07-30 05:07:40
287,Ust-Kuyga,RU,70.0167,135.6,70.79,27,95,3.44,overcast clouds,2021-07-30 05:09:05
288,Price,US,39.5994,-110.8107,71.4,94,90,12.66,overcast clouds,2021-07-30 05:09:05
289,Sola,VU,-13.8833,167.55,78.69,78,93,1.3,overcast clouds,2021-07-30 05:09:06
290,Lazaro Cardenas,MX,17.9583,-102.2,80.17,82,30,3.62,scattered clouds,2021-07-30 05:09:06
291,Rajpur,IN,22.3,74.35,82.36,73,98,21.61,overcast clouds,2021-07-30 05:09:06
292,Launceston,AU,-41.45,147.1667,55.04,69,90,5.99,overcast clouds,2021-07-30 05:09:06
293,Ilulissat,GL,69.2167,-51.1,42.82,81,57,5.75,broken clouds,2021-07-30 05:08:32
294,Ust-Ilimsk,RU,58.0006,102.6619,83.48,41,27,2.42,scattered clouds,2021-07-30 05:09:07
295,Dingle,PH,10.9995,122.6711,89.96,60,64,15.05,broken clouds,2021-07-30 05:09:07
296,Alamosa,US,37.4695,-105.87,69.31,55,75,9.22,broken clouds,2021-07-30 05:09:07
297,Shingu,JP,33.7333,135.9833,88.92,61,4,4.68,clear sky,2021-07-30 05:09:08
298,Cap-Aux-Meules,CA,47.3821,-61.8597,63.97,73,91,21.12,overcast clouds,2021-07-30 05:09:08
299,Monticello,US,45.3055,-93.7941,70.95,78,40,0.0,haze,2021-07-30 05:04:09
300,Maniitsoq,GL,65.4167,-52.9,46.42,78,4,9.01,clear sky,2021-07-30 05:09:08
301,Wau,SS,7.7029,27.9953,70.18,97,100,4.29,overcast clouds,2021-07-30 05:09:09
302,Itarema,BR,-2.9248,-39.9167,76.53,90,57,7.7,broken clouds,2021-07-30 05:09:09
303,State College,US,40.7934,-77.86,74.59,95,1,5.75,clear sky,2021-07-30 05:07:47
304,Chupa,RU,66.27,33.0549,52.57,65,100,8.81,overcast clouds,2021-07-30 05:09:09
305,Geraldton,AU,-28.7667,114.6,64.81,63,90,25.32,overcast clouds,2021-07-30 05:09:10
306,Iqaluit,CA,63.7506,-68.5145,43.7,87,93,4.0,overcast clouds,2021-07-30 05:09:10
307,Muros,ES,42.7762,-9.0603,64.99,93,77,0.89,broken clouds,2021-07-30 05:09:10
308,Bengkulu,ID,-3.8004,102.2655,85.77,65,22,11.68,few clouds,2021-07-30 05:09:11
309,Port-Gentil,GA,-0.7193,8.7815,76.42,76,86,11.65,overcast clouds,2021-07-30 05:09:11
310,Waingapu,ID,-9.6567,120.2641,86.52,54,13,15.97,few clouds,2021-07-30 05:09:11
311,Carutapera,BR,-1.195,-46.02,75.43,93,14,5.75,few clouds,2021-07-30 05:09:11
312,Puksoozero,RU,62.5903,40.6066,56.59,99,100,3.33,light rain,2021-07-30 05:09:12
313,Moose Factory,CA,51.2585,-80.6094,44.08,73,8,7.07,clear sky,2021-07-30 05:09:12
314,Freeport,US,40.6576,-73.5832,73.58,95,1,7.0,clear sky,2021-07-30 05:06:30
315,Wilmington,US,34.2257,-77.9447,81.91,86,1,6.91,clear sky,2021-07-30 05:04:46
316,Luderitz,NA,-26.6481,15.1594,63.37,38,0,11.56,clear sky,2021-07-30 05:09:12
317,Mahajanga,MG,-15.7167,46.3167,75.22,64,40,14.97,scattered clouds,2021-07-30 05:09:13
318,Pyaozerskiy,RU,65.8333,31.1667,50.47,77,98,10.27,overcast clouds,2021-07-30 05:09:13
319,Santa Cecilia,BR,-26.9608,-50.4269,26.53,93,0,1.72,clear sky,2021-07-30 05:09:13
320,Casas Grandes,MX,30.3667,-107.95,73.56,50,75,4.61,broken clouds,2021-07-30 05:09:14
321,Kamenka,RU,51.3223,42.7678,74.8,68,56,9.08,broken clouds,2021-07-30 05:09:14
322,Cabra,ES,37.4725,-4.4421,71.65,74,0,1.9,clear sky,2021-07-30 05:09:14
323,Topchikha,RU,52.8192,83.1185,72.18,47,96,8.72,overcast clouds,2021-07-30 05:09:14
324,Shelburne,CA,44.0787,-80.2041,62.74,89,3,12.68,clear sky,2021-07-30 05:09:15
325,Victor Harbor,AU,-35.5667,138.6167,68.47,49,68,3.0,broken clouds,2021-07-30 05:09:15
326,Labrea,BR,-7.2586,-64.7981,67.12,52,12,3.65,few clouds,2021-07-30 05:09:15
327,Starkville,US,33.4504,-88.8184,79.66,89,0,4.12,clear sky,2021-07-30 05:05:49
328,Grand-Santi,GF,4.25,-54.3833,72.0,100,100,1.74,overcast clouds,2021-07-30 05:09:15
329,Disna,BY,55.568,28.1971,64.04,84,26,6.38,scattered clouds,2021-07-30 05:09:16
330,Coos Bay,US,43.3665,-124.2179,61.0,100,90,12.66,mist,2021-07-30 05:04:32
331,San Patricio,US,28.017,-97.5169,83.84,75,79,7.0,broken clouds,2021-07-30 05:09:16
332,Tres Picos,MX,15.8667,-93.5333,75.83,94,100,4.92,overcast clouds,2021-07-30 05:09:16
333,Udimskiy,RU,61.1417,45.9144,61.2,91,98,3.38,moderate rain,2021-07-30 05:09:17
334,Vardo,NO,70.3705,31.1107,48.4,85,100,5.03,overcast clouds,2021-07-30 05:09:17
335,Mahibadhoo,MV,3.7833,72.9667,82.33,69,78,4.25,broken clouds,2021-07-30 05:09:17
336,Gojra,PK,31.1487,72.6866,95.18,52,86,7.43,overcast clouds,2021-07-30 05:09:17
337,Glens Falls,US,43.3095,-73.644,66.27,96,40,0.0,scattered clouds,2021-07-30 05:05:24
338,Marystown,CA,47.1666,-55.1483,57.85,100,12,7.76,few clouds,2021-07-30 05:06:33
339,Vilhena,BR,-12.7406,-60.1458,53.76,40,2,4.65,clear sky,2021-07-30 05:09:18
340,Jambi,ID,-1.6,103.6167,91.33,47,33,4.63,scattered clouds,2021-07-30 05:09:18
341,Berbera,SO,10.4396,45.0143,89.62,42,63,30.33,broken clouds,2021-07-30 05:09:19
342,Cabo Rojo,PR,18.0866,-67.1457,81.68,84,87,1.99,overcast clouds,2021-07-30 05:09:19
343,Khasan,RU,42.4308,130.6434,82.58,77,96,9.15,overcast clouds,2021-07-30 05:09:19
344,Yelizovo,RU,53.1873,158.3805,73.54,83,75,2.24,broken clouds,2021-07-30 05:09:20
345,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,87,90,14.97,overcast clouds,2021-07-30 05:09:20
346,Sioux Lookout,CA,50.1001,-91.917,53.38,51,21,2.75,few clouds,2021-07-30 05:09:20
347,Jiayuguan,CN,39.8167,98.3,92.86,11,0,14.76,clear sky,2021-07-30 05:09:20
348,Itacoatiara,BR,-3.1431,-58.4442,73.76,64,73,1.54,broken clouds,2021-07-30 05:09:21
349,Berlevag,NO,70.8578,29.0864,46.35,76,75,5.75,broken clouds,2021-07-30 05:09:21
350,Colares,PT,38.7992,-9.4469,65.44,76,7,15.99,clear sky,2021-07-30 05:09:21
351,Tiarei,PF,-17.5333,-149.3333,77.02,75,55,1.9,broken clouds,2021-07-30 05:09:22
352,Nago,JP,26.5881,127.9761,89.76,75,50,0.07,scattered clouds,2021-07-30 05:09:22
353,Imbituba,BR,-28.24,-48.6703,46.29,72,0,7.45,clear sky,2021-07-30 05:09:22
354,Zofingen,CH,47.2878,7.9459,65.46,94,24,2.24,few clouds,2021-07-30 05:09:22
355,Ewa Beach,US,21.3156,-158.0072,82.35,65,1,11.99,clear sky,2021-07-30 05:09:23
356,Naryan-Mar,RU,67.6713,53.087,53.06,66,33,4.79,scattered clouds,2021-07-30 05:09:23
357,Sorong,ID,-0.8833,131.25,84.56,70,52,5.7,broken clouds,2021-07-30 05:09:23
358,Saint-Pierre,RE,-21.3393,55.4781,70.29,77,90,23.02,overcast clouds,2021-07-30 05:09:24
359,San Roque,ES,36.2107,-5.3842,72.41,100,90,3.44,fog,2021-07-30 05:09:24
360,Penzance,GB,50.1186,-5.5371,58.21,87,71,34.4,broken clouds,2021-07-30 05:09:24
361,Takestan,IR,36.0696,49.6959,65.37,73,85,9.01,overcast clouds,2021-07-30 05:07:14
362,Nelson Bay,AU,-32.7167,152.15,68.09,41,0,8.32,clear sky,2021-07-30 05:09:25
363,Aleksandrov Gay,RU,50.147,48.5704,85.6,36,47,8.97,scattered clouds,2021-07-30 05:09:25
364,Odweyne,SO,9.4092,45.064,70.14,64,100,26.24,overcast clouds,2021-07-30 05:09:25
365,Qaqortoq,GL,60.7167,-46.0333,46.9,93,100,3.47,overcast clouds,2021-07-30 05:09:25
366,Port Hawkesbury,CA,45.6169,-61.3485,61.59,88,100,1.99,overcast clouds,2021-07-30 05:09:26
367,Povenets,RU,62.8487,34.8262,60.51,94,96,5.79,moderate rain,2021-07-30 05:09:26
368,Marfino,RU,55.7028,37.3822,72.88,88,75,6.71,light intensity shower rain,2021-07-30 05:09:26
369,Naze,JP,28.3667,129.4833,79.9,81,92,0.94,overcast clouds,2021-07-30 05:09:26
370,Namakkal,IN,11.2213,78.1652,85.39,50,100,8.21,overcast clouds,2021-07-30 05:09:27
371,Muravlenko,RU,63.7898,74.523,49.37,84,98,12.3,overcast clouds,2021-07-30 05:09:27
372,Jamai,IN,22.2,78.5833,72.59,89,100,13.85,overcast clouds,2021-07-30 05:09:27
373,Nosy Varika,MG,-20.5833,48.5333,69.94,81,95,7.29,light rain,2021-07-30 05:09:28
374,Oktyabrskiy,RU,54.4815,53.471,74.59,61,73,14.81,broken clouds,2021-07-30 05:09:28
375,Nioaque,BR,-21.1353,-55.83,44.87,41,45,4.54,scattered clouds,2021-07-30 05:09:28
376,Santiago Del Estero,AR,-27.7951,-64.2615,39.81,42,0,8.03,clear sky,2021-07-30 05:08:15
377,Lyuban,BY,52.7985,28.0048,67.24,79,6,8.14,clear sky,2021-07-30 05:09:29
378,Pevek,RU,69.7008,170.3133,32.05,98,100,24.94,light snow,2021-07-30 05:05:10
379,Kshenskiy,RU,51.8408,37.7136,73.45,71,14,8.7,few clouds,2021-07-30 05:09:29
380,Port Lavaca,US,28.615,-96.6261,81.99,89,1,0.0,clear sky,2021-07-30 05:09:29
381,Nhlangano,SZ,-27.1167,31.2,44.26,91,21,2.3,few clouds,2021-07-30 05:09:29
382,Litovko,RU,49.2361,135.1742,85.3,52,44,7.72,scattered clouds,2021-07-30 05:09:30
383,Sol-Iletsk,RU,51.1631,54.9918,78.76,26,94,17.36,overcast clouds,2021-07-30 05:09:30
384,Dolores,AR,-36.3132,-57.6792,39.45,67,0,7.27,clear sky,2021-07-30 05:09:30
385,Marawi,PH,7.9986,124.2928,81.23,72,56,3.94,broken clouds,2021-07-30 05:09:31
386,Belyy Yar,RU,53.6039,91.3903,73.29,49,0,6.71,clear sky,2021-07-30 05:09:31
387,Melito Di Porto Salvo,IT,37.9222,15.7714,84.96,34,0,2.3,clear sky,2021-07-30 05:09:31
388,Lima,PE,-12.0432,-77.0282,59.25,88,90,9.22,overcast clouds,2021-07-30 05:06:17
389,Havelock,US,34.8791,-76.9013,82.38,86,4,1.99,clear sky,2021-07-30 05:09:31
390,Alice Springs,AU,-23.7,133.8833,87.35,13,0,23.02,clear sky,2021-07-30 05:08:54
391,Aban,RU,56.67,96.06,69.01,53,25,5.03,scattered clouds,2021-07-30 05:09:32
392,Otjiwarongo,NA,-20.4637,16.6477,46.62,36,0,14.9,clear sky,2021-07-30 05:09:32
393,Requena,ES,39.4883,-1.1004,65.71,69,0,5.14,clear sky,2021-07-30 05:09:32
394,Tiksi,RU,71.6872,128.8694,62.98,37,6,2.86,clear sky,2021-07-30 05:09:33
395,Sikasso,ML,10.9167,-7.0,70.0,96,99,3.85,light rain,2021-07-30 05:09:33
396,Kinna,SE,57.5073,12.6946,62.44,93,100,13.24,overcast clouds,2021-07-30 05:09:33
397,Touros,BR,-5.1989,-35.4608,72.5,86,27,10.71,scattered clouds,2021-07-30 05:09:34
398,Lata,PT,40.1629,-8.3327,62.92,95,62,2.46,broken clouds,2021-07-30 05:09:34
399,Mpongwe,ZM,-13.5091,28.155,53.2,66,1,6.49,clear sky,2021-07-30 05:09:34
400,Chimbote,PE,-9.0853,-78.5783,64.62,86,76,7.09,broken clouds,2021-07-30 05:05:20
401,Kaeo,NZ,-35.1,173.7833,60.33,86,73,13.13,broken clouds,2021-07-30 05:09:34
402,Alihe,CN,50.5667,123.7167,83.14,45,8,2.53,clear sky,2021-07-30 05:09:35
403,Vera Cruz,BR,-12.6333,-41.0333,64.98,76,0,1.5,clear sky,2021-07-30 05:09:35
404,Bonavista,CA,48.6499,-53.1147,58.12,76,59,13.76,broken clouds,2021-07-30 05:09:35
405,Anadyr,RU,64.75,177.4833,43.3,93,75,13.0,light rain,2021-07-30 05:09:36
406,Abha,SA,18.2164,42.5053,73.65,53,0,0.0,clear sky,2021-07-30 05:09:36
407,Grand Gaube,MU,-20.0064,57.6608,73.38,64,77,11.99,broken clouds,2021-07-30 05:09:36
408,Ancud,CL,-41.8697,-73.8203,47.73,89,100,12.86,light rain,2021-07-30 05:09:36
409,Barra Do Garcas,BR,-15.89,-52.2567,54.9,29,1,3.0,clear sky,2021-07-30 05:09:37
410,Riverton,US,40.5219,-111.9391,80.08,59,1,1.01,clear sky,2021-07-30 05:09:37
411,Narsaq,GL,60.9167,-46.05,46.62,85,100,5.82,overcast clouds,2021-07-30 05:09:37
412,Tazovskiy,RU,67.4667,78.7,58.57,59,63,14.43,broken clouds,2021-07-30 05:09:38
413,Makakilo City,US,21.3469,-158.0858,80.92,66,1,8.05,clear sky,2021-07-30 05:09:38
414,Sao Joao Da Barra,BR,-21.6403,-41.0511,57.85,66,0,16.37,clear sky,2021-07-30 05:09:38
415,Dunedin,NZ,-45.8742,170.5036,48.79,81,84,20.0,broken clouds,2021-07-30 05:09:38
416,Nisia Floresta,BR,-6.0911,-35.2086,72.41,91,67,4.97,broken clouds,2021-07-30 05:09:39
417,Muncar,ID,-8.4333,114.3333,83.62,60,60,6.87,broken clouds,2021-07-30 05:09:39
418,Tres Arroyos,AR,-38.3739,-60.2798,43.36,54,0,13.8,clear sky,2021-07-30 05:09:39
419,Villanueva,HN,15.3167,-88.0,79.03,83,75,4.61,broken clouds,2021-07-30 05:09:40
420,Cordele,US,31.9635,-83.7824,81.95,88,1,0.0,clear sky,2021-07-30 05:09:40
421,Desaguadero,PE,-16.5656,-69.0417,41.61,54,40,3.98,scattered clouds,2021-07-30 05:09:40
422,Rawson,AR,-43.3002,-65.1023,53.24,38,34,13.02,scattered clouds,2021-07-30 05:09:40
423,Palana,RU,59.1167,159.9667,46.78,74,6,10.65,clear sky,2021-07-30 05:09:41
424,Raudeberg,NO,61.9875,5.1352,62.2,85,62,17.72,broken clouds,2021-07-30 05:09:41
425,Jumla,NP,29.2747,82.1838,64.33,95,100,3.13,overcast clouds,2021-07-30 05:09:41
426,Port Pirie,AU,-33.1833,138.0167,77.09,48,84,20.2,broken clouds,2021-07-30 05:09:42
427,Phan Thiet,VN,10.9333,108.1,86.34,69,96,15.05,overcast clouds,2021-07-30 05:05:54
428,Margate,GB,51.3813,1.3862,61.7,85,100,4.0,overcast clouds,2021-07-30 05:09:42
429,Mandalgovi,MN,45.7625,106.2708,73.53,36,4,17.25,clear sky,2021-07-30 05:09:42
430,Cabinda,AO,-5.55,12.2,72.3,85,48,7.16,scattered clouds,2021-07-30 05:09:42
431,Labuan,MY,5.2767,115.2417,87.96,65,96,5.39,overcast clouds,2021-07-30 05:09:43
432,Rio Grande,BR,-32.035,-52.0986,34.95,78,12,8.21,few clouds,2021-07-30 05:07:49
433,Haines Junction,CA,60.7522,-137.5108,59.47,64,23,5.23,few clouds,2021-07-30 05:09:43
434,Tual,ID,-5.6667,132.75,80.01,83,91,19.33,light rain,2021-07-30 05:09:43
435,Yangcun,CN,39.3639,117.0603,73.38,96,100,14.18,overcast clouds,2021-07-30 05:09:44
436,Lorengau,PG,-2.0226,147.2712,85.53,67,44,6.02,scattered clouds,2021-07-30 05:09:44
437,Kodinsk,RU,58.6881,99.1844,74.05,55,93,5.44,overcast clouds,2021-07-30 05:09:44
438,Mpika,ZM,-11.8343,31.4529,51.42,69,1,7.9,clear sky,2021-07-30 05:09:44
439,Basco,PH,20.4487,121.9702,83.44,87,100,25.01,light rain,2021-07-30 05:09:45
440,Akyab,MM,20.15,92.9,83.52,83,91,13.91,overcast clouds,2021-07-30 05:09:45
441,Nhulunbuy,AU,-12.2333,136.7667,86.61,62,40,13.8,scattered clouds,2021-07-30 05:09:45
442,Kavieng,PG,-2.5744,150.7967,84.43,69,83,2.84,broken clouds,2021-07-30 05:09:45
443,Rock Sound,BS,24.9,-76.2,83.01,74,3,14.56,clear sky,2021-07-30 05:09:46
444,Sorland,NO,67.667,12.6934,50.07,87,73,26.15,broken clouds,2021-07-30 05:09:46
445,Uniontown,US,39.9001,-79.7164,72.7,65,52,3.69,broken clouds,2021-07-30 05:09:46
446,Soma,TR,39.1855,27.6094,82.58,37,0,7.2,clear sky,2021-07-30 05:09:47
447,Port Victoria,KE,0.0939,33.9756,70.0,72,94,7.52,overcast clouds,2021-07-30 05:09:47
448,Laguna,US,38.421,-121.4238,91.9,42,1,4.0,clear sky,2021-07-30 05:09:47
449,Wasilla,US,61.5814,-149.4394,58.55,78,90,1.01,overcast clouds,2021-07-30 05:09:07
450,Kabalo,CD,-6.05,26.9167,70.83,40,0,4.34,clear sky,2021-07-30 05:09:48
451,Acapulco,MX,16.8634,-99.8901,77.86,93,99,6.98,overcast clouds,2021-07-30 05:09:43
452,Sterling,US,39.0062,-77.4286,76.26,92,1,0.0,clear sky,2021-07-30 05:09:33
453,Olinda,BR,-8.0089,-34.8553,71.33,88,40,3.44,scattered clouds,2021-07-30 05:09:48
454,Aksu,CN,41.1231,80.2644,97.57,15,97,13.53,light rain,2021-07-30 05:09:49
455,Sokoto,NG,13.0609,5.239,76.96,78,26,11.48,scattered clouds,2021-07-30 05:09:49
456,Taoudenni,ML,22.6783,-3.9836,93.69,34,36,9.17,scattered clouds,2021-07-30 05:09:49
457,Ahipara,NZ,-35.1667,173.1667,59.34,84,81,15.66,broken clouds,2021-07-30 05:09:49
458,Bom Jesus,BR,-9.0744,-44.3586,70.54,46,0,1.34,clear sky,2021-07-30 05:09:50
459,Frutal,BR,-20.0247,-48.9406,45.75,38,0,5.1,clear sky,2021-07-30 05:09:50
