City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
460,Vanimo,PG,-2.6741,141.3028,83.46,75,98,4.43,overcast clouds,2021-07-30 05:09:50
461,Anloga,GH,5.7947,0.8973,76.15,87,12,9.28,few clouds,2021-07-30 05:09:51
462,Saskylakh,RU,71.9167,114.0833,88.34,33,17,5.73,few clouds,2021-07-30 05:09:51
463,Ambagarh Chauki,IN,20.7833,80.7167,74.43,90,100,12.53,overcast clouds,2021-07-30 05:09:51
464,Daru,PG,-9.0763,143.2092,80.64,82,100,12.88,overcast clouds,2021-07-30 05:09:51
465,Gravdal,NO,68.1214,13.5031,53.28,93,20,20.71,few clouds,2021-07-30 05:09:52
466,Shashi,CN,30.3072,112.2447,92.07,60,0,6.24,clear sky,2021-07-30 05:09:52
467,Luena,AO,-11.7833,19.9167,48.36,45,37,6.04,scattered clouds,2021-07-30 05:09:52
468,Harlingen,US,26.1906,-97.6961,83.34,94,1,5.75,clear sky,2021-07-30 05:09:46
469,Shache,CN,38.4167,77.2406,94.62,16,100,27.36,overcast clouds,2021-07-30 05:09:53
470,Rongcheng,CN,30.634,117.8517,89.73,68,22,3.36,light rain,2021-07-30 05:09:53
471,Shaunavon,CA,49.6501,-108.4181,69.96,58,29,10.36,scattered clouds,2021-07-30 05:09:53
472,Saint-Augustin,CA,51.226,-58.6502,55.33,65,71,9.73,broken clouds,2021-07-30 05:09:53
473,Garissa,KE,-0.4536,39.6401,73.38,74,100,18.28,overcast clouds,2021-07-30 05:09:54
474,Salisbury,GB,51.0693,-1.7957,59.52,88,96,22.75,light rain,2021-07-30 05:09:54
475,Ocos,GT,14.5094,-92.1933,80.69,73,100,3.78,overcast clouds,2021-07-30 05:09:54
476,Laela,TZ,-8.5667,32.05,53.29,72,0,3.4,clear sky,2021-07-30 05:09:55
477,Santa Lucia,ES,27.9117,-15.5407,62.76,78,20,25.32,few clouds,2021-07-30 05:09:55
478,Karaidel,RU,55.8337,56.9069,60.76,82,100,12.03,overcast clouds,2021-07-30 05:09:55
479,Djibo,BF,14.1022,-1.6306,80.6,68,93,11.68,overcast clouds,2021-07-30 05:09:55
480,Onguday,RU,50.75,86.15,69.15,59,81,4.23,broken clouds,2021-07-30 05:09:56
481,Valparaiso,CL,-33.0393,-71.6273,50.47,89,75,2.3,broken clouds,2021-07-30 05:09:32
482,Aquiraz,BR,-3.9014,-38.3911,82.22,73,58,11.92,broken clouds,2021-07-30 05:09:56
483,Weligama,LK,5.9667,80.4167,83.01,75,23,13.73,few clouds,2021-07-30 05:09:56
484,Zaltan,LY,32.947,11.8665,79.09,41,0,4.94,clear sky,2021-07-30 05:09:57
485,Tupik,RU,54.4253,119.9327,68.85,48,2,10.25,clear sky,2021-07-30 05:09:57
486,Macas,EC,-2.3167,-78.1167,66.42,99,100,0.4,moderate rain,2021-07-30 05:09:57
487,Elk City,US,35.412,-99.4043,80.58,69,1,0.0,clear sky,2021-07-30 05:07:29
488,Sangar,RU,63.9242,127.4739,73.15,27,14,3.0,few clouds,2021-07-30 05:09:57
489,Matara,LK,5.9485,80.5353,83.97,72,23,13.85,few clouds,2021-07-30 05:09:58
490,Yinchuan,CN,38.4681,106.2731,97.47,10,1,5.95,clear sky,2021-07-30 05:09:58
491,Silveira,PT,39.1112,-9.3643,65.37,93,24,13.0,few clouds,2021-07-30 05:09:58
492,Pisco,PE,-13.7,-76.2167,62.65,82,90,2.3,overcast clouds,2021-07-30 05:09:59
493,Cururupu,BR,-1.8283,-44.8683,73.69,98,26,2.95,scattered clouds,2021-07-30 05:09:59
494,Severodvinsk,RU,64.5635,39.8302,57.31,88,100,5.68,overcast clouds,2021-07-30 05:09:59
495,Torit,SS,4.4133,32.5678,70.43,83,96,2.86,overcast clouds,2021-07-30 05:09:59
496,Athabasca,CA,54.7169,-113.2854,61.72,76,56,6.33,broken clouds,2021-07-30 05:10:00
497,Ampanihy,MG,-24.7,44.75,67.68,67,2,6.13,clear sky,2021-07-30 05:10:00
498,Anjar,IN,23.1333,70.0167,86.36,66,95,25.32,overcast clouds,2021-07-30 05:10:00
499,Edd,ER,13.9297,41.6925,91.31,58,68,4.83,broken clouds,2021-07-30 05:10:01
500,La Ronge,CA,55.1001,-105.2842,60.69,71,53,5.55,broken clouds,2021-07-30 05:10:01
501,Bon Accord,CA,53.8335,-113.4187,69.24,91,60,7.67,broken clouds,2021-07-30 05:10:01
502,Temerloh,MY,3.4483,102.4176,87.87,56,100,3.0,overcast clouds,2021-07-30 05:10:01
503,Chenzhou,CN,25.8,113.0333,98.91,43,48,3.29,light rain,2021-07-30 05:10:02
504,Tucano,BR,-10.9631,-38.7867,65.17,96,11,4.7,few clouds,2021-07-30 05:10:04
505,Arlit,NE,18.7369,7.3853,89.6,45,6,10.4,clear sky,2021-07-30 05:10:04
506,Sopotnica,MK,41.2947,21.155,75.92,30,0,2.68,clear sky,2021-07-30 05:10:04
507,Varkaus,FI,62.3153,27.873,64.31,86,38,9.24,scattered clouds,2021-07-30 05:10:05
508,Cayenne,GF,4.9333,-52.3333,76.08,90,90,2.3,fog,2021-07-30 05:10:05
509,Tura,IN,25.5198,90.2201,77.07,89,100,7.56,overcast clouds,2021-07-30 05:10:05
510,Usinsk,RU,65.9939,57.5281,54.28,61,37,6.85,scattered clouds,2021-07-30 05:10:05
511,Tautira,PF,-17.7333,-149.15,77.02,77,37,6.04,light rain,2021-07-30 05:10:06
512,Nouadhibou,MR,20.931,-17.0347,68.4,93,83,16.2,broken clouds,2021-07-30 05:10:06
513,Cauquenes,CL,-35.9671,-72.3225,46.27,74,0,0.89,clear sky,2021-07-30 05:10:06
514,Leshukonskoye,RU,64.8989,45.7622,57.34,59,87,6.31,overcast clouds,2021-07-30 05:10:06
515,Itaqui,BR,-29.1253,-56.5531,39.94,71,0,4.59,clear sky,2021-07-30 05:10:07
516,Ilawe,NG,7.8667,4.4333,69.82,92,99,3.04,overcast clouds,2021-07-30 05:10:07
517,Dicabisagan,PH,17.0818,122.4157,84.96,77,100,4.23,overcast clouds,2021-07-30 05:10:07
518,Baiao,BR,-2.7906,-49.6717,72.57,98,66,2.19,broken clouds,2021-07-30 05:10:08
519,Mansehra,PK,34.3333,73.2,80.8,71,3,3.8,clear sky,2021-07-30 05:10:08
520,Ostrovnoy,RU,68.0531,39.5131,47.32,77,11,4.97,few clouds,2021-07-30 05:10:08
521,Kannangad,IN,12.3081,75.1063,81.39,77,100,9.44,overcast clouds,2021-07-30 05:06:12
522,Kishi,NG,9.0833,3.85,70.14,88,100,4.59,overcast clouds,2021-07-30 05:10:08
523,Takoradi,GH,4.8845,-1.7554,74.57,91,15,5.37,few clouds,2021-07-30 05:10:09
524,Pleshanovo,RU,52.8333,53.4833,78.21,47,92,11.3,overcast clouds,2021-07-30 05:10:09
525,Chapais,CA,49.7834,-74.8492,47.98,96,100,9.82,overcast clouds,2021-07-30 05:10:09
526,Yakeshi,CN,49.2833,120.7333,80.31,55,52,5.08,broken clouds,2021-07-30 05:10:10
527,Yuli,NG,9.6989,10.2744,72.55,96,98,3.2,moderate rain,2021-07-30 05:10:10
528,Redmond,US,47.674,-122.1215,78.53,70,0,3.87,clear sky,2021-07-30 05:06:52
529,Santo Tomas,PH,14.1079,121.1414,89.56,67,100,9.84,overcast clouds,2021-07-30 05:10:10
530,Yar-Sale,RU,66.8333,70.8333,51.4,86,93,19.75,overcast clouds,2021-07-30 05:10:11
531,Sidi Ali,DZ,36.0998,0.4206,74.37,77,83,4.36,broken clouds,2021-07-30 05:10:11
532,Mudgal,IN,16.0167,76.4333,80.4,62,93,23.33,overcast clouds,2021-07-30 05:10:11
533,Santa Marinella,IT,42.0345,11.8536,77.94,87,0,5.19,clear sky,2021-07-30 05:07:10
534,Cockburn Town,TC,21.4612,-71.1419,82.18,77,0,20.47,clear sky,2021-07-30 05:10:11
535,Chicama,PE,-7.8447,-79.1469,64.69,88,74,4.74,broken clouds,2021-07-30 05:10:12
536,Kudahuvadhoo,MV,2.6708,72.8944,81.95,71,87,3.29,overcast clouds,2021-07-30 05:10:12
537,Fairbanks,US,64.8378,-147.7164,68.22,72,75,0.0,broken clouds,2021-07-30 05:10:12
538,Kitui,KE,-1.367,38.0106,59.95,86,100,6.85,overcast clouds,2021-07-30 05:10:13
539,Banjar,ID,-8.19,114.9675,84.06,60,38,1.12,scattered clouds,2021-07-30 05:10:13
540,Kangaatsiaq,GL,68.3065,-53.4641,42.78,88,23,8.95,few clouds,2021-07-30 05:10:13
541,Lufilufi,WS,-13.8745,-171.5986,80.51,78,58,18.97,light rain,2021-07-30 05:10:13
542,Ripoll,ES,42.2006,2.1903,70.16,76,1,1.01,clear sky,2021-07-30 05:10:14
543,Kidal,ML,18.4411,1.4078,86.45,42,13,6.58,few clouds,2021-07-30 05:10:14
544,Toktogul,KG,41.8708,72.9402,76.28,41,49,3.98,scattered clouds,2021-07-30 05:10:14
545,Petauke,ZM,-14.2426,31.3253,58.12,59,0,6.13,clear sky,2021-07-30 05:10:14
546,Port Hueneme,US,34.1478,-119.1951,83.62,85,90,9.22,overcast clouds,2021-07-30 05:10:15
547,Ishigaki,JP,24.3448,124.1572,84.83,81,60,12.26,broken clouds,2021-07-30 05:10:15
548,Asau,RO,46.4333,26.4,73.96,69,0,0.85,clear sky,2021-07-30 05:10:15
549,Finschhafen,PG,-6.6024,147.8681,83.64,74,95,8.12,light rain,2021-07-30 05:10:16
550,Prince Rupert,CA,54.3161,-130.3201,61.5,88,48,0.45,scattered clouds,2021-07-30 05:10:16
551,Coronado,US,32.6859,-117.1831,79.43,87,75,8.05,broken clouds,2021-07-30 05:10:16
552,Meulaboh,ID,4.1363,96.1285,84.42,67,100,3.51,overcast clouds,2021-07-30 05:10:16
553,Atherton,GB,53.5237,-2.4935,56.71,94,100,1.99,light rain,2021-07-30 05:10:17
554,Khromtau,KZ,50.2503,58.4347,75.72,27,100,9.57,overcast clouds,2021-07-30 05:10:17
555,Joensuu,FI,62.6012,29.7632,64.27,92,90,3.0,overcast clouds,2021-07-30 05:10:17
556,Catamarca,AR,-28.4696,-65.7852,49.77,56,0,1.99,clear sky,2021-07-30 05:10:18
557,Poum,NC,-20.2333,164.0167,73.78,71,2,17.47,clear sky,2021-07-30 05:10:18
558,Uberaba,BR,-19.7483,-47.9319,42.93,41,4,3.09,clear sky,2021-07-30 05:10:18
559,Ahuimanu,US,21.4447,-157.8378,82.11,71,75,12.66,broken clouds,2021-07-30 05:10:18
560,Santa Luzia,BR,-19.7697,-43.8514,52.7,31,3,4.38,clear sky,2021-07-30 05:10:19
561,Beidao,CN,34.5686,105.8933,95.36,22,0,1.54,clear sky,2021-07-30 05:10:19
562,Halifax,CA,44.6453,-63.5724,62.69,84,100,5.01,light rain,2021-07-30 05:07:36
563,Olmos,PE,-5.9847,-79.7453,59.9,89,80,2.01,broken clouds,2021-07-30 05:10:19
564,Toowoomba,AU,-27.55,151.9667,60.82,55,1,4.0,clear sky,2021-07-30 05:10:20
565,Troitskoye,RU,52.9821,84.6757,74.14,44,64,6.76,broken clouds,2021-07-30 05:10:20
566,Beloha,MG,-25.1667,45.05,67.5,69,3,4.7,clear sky,2021-07-30 05:10:20
567,Pimenta Bueno,BR,-11.6725,-61.1936,58.87,41,2,4.03,clear sky,2021-07-30 05:08:38
568,Plouzane,FR,48.3833,-4.6167,57.38,85,75,14.97,broken clouds,2021-07-30 05:10:21
569,General Cepeda,MX,25.3833,-101.45,65.61,59,54,3.58,broken clouds,2021-07-30 05:10:21
570,Tigil,RU,57.8,158.6667,54.72,54,85,17.34,overcast clouds,2021-07-30 05:10:21
571,Byron Bay,AU,-28.65,153.6167,69.91,55,0,4.99,clear sky,2021-07-30 05:07:25
572,Tungor,RU,53.3808,142.9564,56.71,96,100,15.3,overcast clouds,2021-07-30 05:10:22
573,Talcahuano,CL,-36.7167,-73.1167,47.88,93,90,3.44,mist,2021-07-30 05:10:22
574,Ciro Marina,IT,39.3732,17.126,83.86,42,0,3.78,clear sky,2021-07-30 05:10:22
575,Pangody,RU,65.85,74.4859,58.06,47,12,19.8,few clouds,2021-07-30 05:10:23
576,Polson,US,47.6936,-114.1632,74.41,42,0,3.44,clear sky,2021-07-30 05:09:33
577,Gushikawa,JP,26.3544,127.8686,87.39,78,40,6.91,scattered clouds,2021-07-30 05:10:23
578,Chisinau,MD,47.0056,28.8575,76.93,99,0,1.01,clear sky,2021-07-30 05:07:13
579,Slave Lake,CA,55.2834,-114.769,61.63,62,2,3.27,clear sky,2021-07-30 05:10:23
580,Bol,TD,13.4586,14.7147,78.49,84,100,16.51,overcast clouds,2021-07-30 05:10:24
581,Volkhov,RU,59.9258,32.3382,65.39,75,34,7.45,scattered clouds,2021-07-30 05:10:24
582,Nantucket,US,41.2835,-70.0995,69.91,90,90,18.41,overcast clouds,2021-07-30 05:08:24
583,Bouake,CI,7.6895,-5.0218,68.83,89,100,3.0,overcast clouds,2021-07-30 05:10:24
584,Smithers,CA,54.7804,-127.1743,63.07,74,45,1.32,scattered clouds,2021-07-30 05:10:24
585,Sur,OM,22.5667,59.5289,96.62,45,97,8.55,overcast clouds,2021-07-30 05:10:25
586,Aquin,HT,18.2833,-73.4,78.4,79,3,2.08,clear sky,2021-07-30 05:10:25
587,Sretensk,RU,52.2453,117.7093,72.72,62,82,10.92,light rain,2021-07-30 05:10:25
588,Ust-Ishim,RU,57.6935,71.1665,61.63,58,81,6.55,broken clouds,2021-07-30 05:10:26
589,Conceicao Do Araguaia,BR,-8.2578,-49.2647,68.23,51,0,4.74,clear sky,2021-07-30 05:10:26
590,Viedma,AR,-40.8135,-62.9967,52.11,29,3,18.28,clear sky,2021-07-30 05:10:26
591,Carballo,ES,43.213,-8.691,63.91,94,88,1.41,overcast clouds,2021-07-30 05:10:26
592,West Bay,KY,19.3667,-81.4167,82.99,84,90,1.99,overcast clouds,2021-07-30 05:10:27
593,Liverpool,GB,53.4106,-2.9779,56.68,85,75,3.0,shower rain,2021-07-30 05:10:27
594,Chissamba,AO,-12.1667,17.3333,49.12,42,5,4.43,clear sky,2021-07-30 05:10:27
595,Trincomalee,LK,8.5711,81.2335,89.2,58,80,12.48,broken clouds,2021-07-30 05:10:27
596,Novoagansk,RU,61.9449,76.6625,49.15,95,100,10.4,light rain,2021-07-30 05:10:28
597,Abu Kamal,SY,34.4506,40.9171,91.35,22,0,14.92,clear sky,2021-07-30 05:10:28
598,Ochamchira,GE,42.7121,41.4721,76.01,62,0,3.0,clear sky,2021-07-30 05:10:28
599,Camacha,PT,33.0833,-16.3333,67.42,64,40,11.5,scattered clouds,2021-07-30 05:10:29
600,Warri,NG,5.5167,5.75,73.69,90,83,3.31,broken clouds,2021-07-30 05:10:29
601,Sakakah,SA,29.9697,40.2064,86.45,28,6,7.81,clear sky,2021-07-30 05:10:29
602,Araceli,PH,10.5529,119.9913,85.15,72,97,14.0,overcast clouds,2021-07-30 05:10:30
603,North Myrtle Beach,US,33.816,-78.68,82.09,87,1,1.01,clear sky,2021-07-30 05:10:30
604,Juneau,US,58.3019,-134.4197,66.2,73,20,0.0,few clouds,2021-07-30 05:10:30
605,Dongsheng,CN,39.8161,109.9776,87.93,17,0,8.32,clear sky,2021-07-30 05:10:30
606,Managua,NI,12.1328,-86.2504,77.88,82,4,9.06,clear sky,2021-07-30 05:10:31
607,Tulun,RU,54.5611,100.5792,68.81,47,100,5.5,overcast clouds,2021-07-30 05:10:31
608,Bafoulabe,ML,13.8065,-10.8321,74.91,95,100,2.95,overcast clouds,2021-07-30 05:10:31
609,Harrismith,ZA,-28.2728,29.1295,35.91,93,30,1.52,scattered clouds,2021-07-30 05:10:32
610,Portland,US,45.5234,-122.6762,84.78,42,40,1.01,scattered clouds,2021-07-30 05:09:57
611,Anzio,IT,41.4853,12.6179,79.45,87,0,6.46,clear sky,2021-07-30 05:10:32
612,Tanabe,JP,33.7333,135.3667,88.93,63,38,3.0,scattered clouds,2021-07-30 05:10:32
613,Wilhelmsburg,AT,48.1057,15.6054,71.58,62,1,2.26,clear sky,2021-07-30 05:10:33
614,Vereya,RU,55.3447,36.1719,63.01,97,100,1.77,heavy intensity rain,2021-07-30 05:10:33
615,Tilichiki,RU,60.4667,166.1,54.7,50,71,11.92,broken clouds,2021-07-30 05:10:33
616,Amparafaravola,MG,-17.5833,48.2167,60.91,94,100,8.7,light rain,2021-07-30 05:10:33
617,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,86,17,8.14,few clouds,2021-07-30 05:10:34
618,Oum Hadjer,TD,13.2954,19.6966,74.19,84,97,5.44,overcast clouds,2021-07-30 05:10:34
619,Porto Novo,BJ,6.4965,2.6036,74.5,88,33,5.77,scattered clouds,2021-07-30 05:10:34
620,Chacabuco,AR,-34.6417,-60.4739,39.79,60,0,8.25,clear sky,2021-07-30 05:10:35
621,Skibbereen,IE,51.55,-9.2667,57.0,89,100,11.01,overcast clouds,2021-07-30 05:10:35
622,Havoysund,NO,70.9963,24.6622,47.28,81,98,12.21,overcast clouds,2021-07-30 05:10:35
623,Horsham,GB,51.064,-0.3272,60.93,78,75,12.66,broken clouds,2021-07-30 05:10:35
624,Abu Dhabi,AE,24.4667,54.3667,96.91,71,99,4.61,overcast clouds,2021-07-30 05:10:36
625,Neiafu,TO,-18.65,-173.9833,77.68,88,75,5.75,broken clouds,2021-07-30 05:10:36
626,Russell,US,32.3502,-85.1999,79.83,93,1,0.0,mist,2021-07-30 05:10:36
627,Broome,US,42.2506,-75.833,66.7,96,90,5.75,overcast clouds,2021-07-30 05:10:36
628,Kalmunai,LK,7.4167,81.8167,89.17,55,50,3.56,scattered clouds,2021-07-30 05:10:37
629,Deputatskiy,RU,69.3,139.9,60.26,36,80,4.16,broken clouds,2021-07-30 05:10:37
630,Tinskoy,RU,56.1525,96.9161,70.43,49,79,4.03,broken clouds,2021-07-30 05:10:37
631,Ixtapa,MX,20.7,-105.2,76.17,84,22,2.3,few clouds,2021-07-30 05:10:38
632,Ambilobe,MG,-13.2,49.05,72.54,66,0,4.65,clear sky,2021-07-30 05:10:38
633,Tateyama,JP,34.9833,139.8667,87.03,75,82,8.81,broken clouds,2021-07-30 05:10:38
634,Faya,SA,18.3851,42.4509,73.92,46,55,4.59,broken clouds,2021-07-30 05:10:39
635,Henties Bay,NA,-22.116,14.2845,65.32,36,0,9.26,clear sky,2021-07-30 05:10:39
636,Oktyabrskoye,RU,43.0645,44.7417,69.94,77,0,2.24,clear sky,2021-07-30 05:10:39
637,Novobirilyussy,RU,56.9514,90.6661,72.73,34,100,3.87,overcast clouds,2021-07-30 05:10:40
638,Mindelo,CV,16.8901,-24.9804,76.55,65,75,8.05,broken clouds,2021-07-30 05:10:40
639,Minab,IR,27.1467,57.0801,98.1,32,39,4.09,scattered clouds,2021-07-30 05:10:40
640,Progreso,MX,21.2833,-89.6667,77.11,87,67,10.94,broken clouds,2021-07-30 05:08:05
641,La Maddalena,IT,41.2142,9.4083,66.25,65,0,1.16,clear sky,2021-07-30 05:10:41
642,Adrar,MR,20.5022,-10.0711,84.92,39,56,16.55,broken clouds,2021-07-30 05:10:41
643,Luanda,AO,-8.8368,13.2343,69.8,88,75,3.44,broken clouds,2021-07-30 05:10:41
644,Jardim,BR,-21.4803,-56.1381,43.14,40,67,2.98,broken clouds,2021-07-30 05:10:41
645,Tezu,IN,27.9167,96.1667,77.58,99,100,0.54,overcast clouds,2021-07-30 05:10:42
646,Houma,US,29.5958,-90.7195,81.0,95,100,1.99,overcast clouds,2021-07-30 05:10:02
647,Pamekasan,ID,-7.1568,113.4746,86.76,57,33,2.51,scattered clouds,2021-07-30 05:10:42
648,Phenix City,US,32.471,-85.0008,80.69,91,1,0.0,mist,2021-07-30 05:10:42
649,Nelson,NZ,-41.2833,173.2833,58.28,92,97,1.01,overcast clouds,2021-07-30 05:10:43
650,Channel-Port Aux Basques,CA,47.5702,-59.1367,59.02,81,70,9.53,broken clouds,2021-07-30 05:10:43
651,Kysyl-Syr,RU,63.8986,122.7617,78.03,25,30,4.18,scattered clouds,2021-07-30 05:10:43
652,Sikonge,TZ,-5.6333,32.7667,61.72,67,34,7.85,scattered clouds,2021-07-30 05:10:43
653,Severnyy,RU,50.677,36.5532,71.64,78,0,6.71,clear sky,2021-07-30 05:10:44
654,Ust-Nera,RU,64.5667,143.2,60.19,41,32,4.03,scattered clouds,2021-07-30 05:10:44
655,Bonfim,BR,3.0833,-59.95,72.41,92,100,0.92,overcast clouds,2021-07-30 05:10:44
656,Kavaratti,IN,10.5669,72.642,82.38,76,99,15.14,overcast clouds,2021-07-30 05:10:44
657,Rosetta,EG,31.4044,30.4164,80.15,76,0,7.76,clear sky,2021-07-30 05:10:45
658,Nuuk,GL,64.1835,-51.7216,47.88,87,37,14.97,scattered clouds,2021-07-30 05:10:45
659,Singarayakonda,IN,15.25,80.0333,90.79,47,100,19.44,overcast clouds,2021-07-30 05:10:45
660,Anda,CN,46.4,125.3167,73.8,80,100,7.9,overcast clouds,2021-07-30 05:10:46
661,Koslan,RU,63.4564,48.8989,58.06,61,91,6.08,overcast clouds,2021-07-30 05:10:46
662,Digha,IN,21.6833,87.55,81.18,84,100,20.31,light rain,2021-07-30 05:10:46
663,Cserkeszolo,HU,46.8632,20.187,71.94,58,0,4.47,clear sky,2021-07-30 05:10:47
664,Kieta,PG,-6.2167,155.6333,82.99,79,69,5.3,light rain,2021-07-30 05:10:47
665,Ascension,US,30.2169,-90.9001,80.08,89,1,0.0,clear sky,2021-07-30 05:10:47
666,Sechura,PE,-5.5569,-80.8222,67.66,78,92,11.68,overcast clouds,2021-07-30 05:10:47
667,Bowling Green,US,36.9903,-86.4436,82.33,84,1,9.22,clear sky,2021-07-30 05:08:08
668,Tuy Hoa,VN,13.0833,109.3,96.53,45,22,12.03,few clouds,2021-07-30 05:10:48
669,Elizabeth City,US,36.2946,-76.2511,82.45,90,1,3.0,clear sky,2021-07-30 05:10:48
670,Arrifes,PT,37.7667,-25.7,68.25,88,40,8.05,scattered clouds,2021-07-30 05:10:48
671,Uige,AO,-7.6087,15.0613,58.5,90,2,3.58,clear sky,2021-07-30 05:10:49
672,Baruun-Urt,MN,46.6806,113.2792,80.92,38,3,9.01,clear sky,2021-07-30 05:10:49
673,Blumberg,DE,47.8406,8.5333,60.1,90,5,1.7,clear sky,2021-07-30 05:10:49
674,Vila,PT,42.0304,-8.1588,50.32,91,0,2.26,clear sky,2021-07-30 05:10:49
675,Bhatkal,IN,13.9667,74.5667,80.8,81,100,13.62,overcast clouds,2021-07-30 05:07:09
676,Kuytun,RU,54.3419,101.5036,66.25,51,100,8.52,overcast clouds,2021-07-30 05:10:50
677,Zaysan,KZ,47.4667,84.8667,80.4,21,100,12.86,heavy intensity rain,2021-07-30 05:10:50
678,Nizwa,OM,22.9333,57.5333,91.8,41,84,6.8,broken clouds,2021-07-30 05:10:50
679,Valdivia,CL,-39.8142,-73.2459,42.8,97,57,2.01,broken clouds,2021-07-30 05:10:51
680,Manjacaze,MZ,-24.7117,33.8828,59.77,86,0,3.62,clear sky,2021-07-30 05:10:51
681,Pacific Grove,US,36.6177,-121.9166,66.81,91,90,1.99,overcast clouds,2021-07-30 05:10:51
682,Strezhevoy,RU,60.7333,77.5889,57.18,91,100,11.25,light rain,2021-07-30 05:10:51
683,Port Blair,IN,11.6667,92.75,85.42,76,72,17.67,broken clouds,2021-07-30 05:10:52
684,Peace River,CA,56.2501,-117.286,63.86,57,9,1.34,clear sky,2021-07-30 05:10:52
685,Estelle,US,29.8458,-90.1067,84.2,79,1,0.0,clear sky,2021-07-30 05:10:52
686,Bitkine,TD,11.9801,18.2138,70.63,94,100,3.22,light rain,2021-07-30 05:10:53
687,Diglur,IN,18.55,77.6,83.21,63,97,18.05,overcast clouds,2021-07-30 05:10:53
688,Denpasar,ID,-8.65,115.2167,83.86,79,40,16.11,scattered clouds,2021-07-30 05:06:50
689,Wegorzewo,PL,54.2157,21.7372,60.76,81,20,9.42,few clouds,2021-07-30 05:10:53
690,Burnie,AU,-41.0667,145.9167,50.94,83,100,15.79,light rain,2021-07-30 05:10:53
691,Hakkari,TR,37.5833,44.1667,65.98,59,40,6.91,scattered clouds,2021-07-30 05:10:54
